peopleid;first_name;surname;born;died;gender
4650;Sally;Forrest;1928;2015;F
4651;Steve;Forrest;1925;2013;M
4652;Eric;Forsberg;1959;;M
4653;Lydia;Forson;1984;;F
4654;Willi;Forst;1903;1980;M
4655;Jill;Forster;1936;;F
4656;Marc;Forster;1969;;M
4657;Robert;Forster;1941;;M
4658;Rudolf;Forster;1884;1968;M
4659;Bill;Forsyth;1946;;M
4660;Rosemary;Forsyth;1943;;F
4661;John;Forsythe;1918;2010;M
4662;William;Forsythe;1955;;M
4663;Nick Apollo;Forte;1938;;M
4664;Will;Forte;1970;;M
4665;Nikos;Foskolos;1927;2013;M
4666;Bob;Fosse;1927;1987;M
4667;Brigitte;Fossey;1946;;F
4668;Ben;Foster;1980;;M
4669;Dianne;Foster;1928;;F
4670;Gloria;Foster;1933;2001;F
4671;Jodie;Foster;1962;;F
4672;Julia;Foster;1943;;F
4673;Lewis R.;Foster;1898;1974;M
4674;Meg;Foster;1948;;F
4675;Norman;Foster;1903;1976;M
4676;Preston;Foster;1900;1970;M
4677;Susanna;Foster;1924;2009;F
4678;Alastair;Fothergill;1960;;M
4679;Claude;Fournier;1931;;M
4680;Gene (Jr.);Fowler;1917;1998;M
4681;Edward;Fox;1937;;M
4682;Emilia;Fox;1974;;F
4683;Iliana;Fox;1977;;F
4684;James;Fox;1939;;M
4685;Kerry;Fox;1966;;F
4686;Matthew;Fox;1966;;M
4687;Megan;Fox;1986;;F
4688;Michael J.;Fox;1961;;M
4689;Phoebe;Fox;1987;;F
4690;Sidney;Fox;1911;1942;F
4691;Spencer;Fox;1993;;M
4692;Vivica A.;Fox;1964;;F
4693;Wallace;Fox;1895;1958;M
4694;Jamie;Foxx;1967;;M
4695;Redd;Foxx;1922;1991;M
4696;Claire;Foy;1984;;F
4697;Eddie (Jr.);Foy;1905;1983;M
4698;Mackenzie;Foy;2000;;F
4699;Marina;Foïs;1970;;F
4700;Denise;Fraga;1965;;F
4701;James;Frain;1968;;M
4702;Jonathan;Frakes;1952;;M
4703;Guillermo;Francella;1955;;M
4704;Victor;Francen;1888;1977;M
4705;Micheline;Francey;1919;1969;F
4706;Franco;Franchi;1922;1992;M
4707;Anthony;Franciosa;1928;2006;M
4708;Tony;Franciosa;1928;2006;M
4709;Anne;Francis;1930;2011;F
4710;Arlene;Francis;1907;2001;F
4711;Coleman;Francis;1924;2008;M
4712;Connie;Francis;1937;;F
4713;Kay;Francis;1905;1968;F
4714;Noel;Francis;1906;1959;F
4715;Robert Charles;Francis;1930;1955;M
4716;Pietro;Francisci;1906;1977;M
4717;James;Franciscus;1934;1991;M
4718;Don;Francks;1932;2016;M
4719;Dave;Franco;1985;;M
4720;James;Franco;1978;;M
4721;Michel;Franco;1979;;M
4722;Georges;Franju;1912;1987;M
4723;Charles;Frank;1947;;M
4724;Jason David;Frank;1973;;M
4725;Melvin;Frank;1913;1988;M
4726;Stallone;Frank;1950;;M
4727;Cyril;Frankel;1921;;M
4728;David;Frankel;1959;;M
4729;John;Frankenheimer;1930;2002;M
4730;Paul;Frankeur;1905;1974;M
4731;Aretha;Franklin;1942;;F
4732;Carl;Franklin;1949;;M
4733;Chester;Franklin;1885;1966;M
4734;Diane;Franklin;1962;;F
4735;Richard;Franklin;1948;2007;M
4736;Sidney;Franklin;1893;1972;M
4737;Lily;Franky;1963;;M
4738;Arthur;Franz;1920;2006;M
4739;Dennis;Franz;1944;;M
4740;Déborah;François;1987;;F
4741;Jacques;François;1920;2003;M
4742;Brendan;Fraser;1968;;M
4743;Hugh;Fraser;1950;;M
4744;John;Fraser;1931;;M
4745;Liz;Fraser;1930;;F
4746;Toa;Fraser;1975;;M
4747;Rosanna;Fratello;1951;;F
4748;Antonio;Frausto;1897;1954;M
4749;James;Frawley;1937;;M
4750;William;Frawley;1887;1966;M
4751;Jane;Frazee;1918;1985;F
4752;Robert;Frazer;1891;1944;M
4753;Stephen;Frears;1941;;M
4754;Dillon;Freasier;1996;;M
4755;Al;Freeman;1966;2012;M
4756;J. E.;Freeman;1940;2014;M
4757;Jennifer;Freeman;1985;;F
4758;Jonathan;Freeman;1950;;M
4759;Kathleen;Freeman;1919;2001;F
4760;Martin;Freeman;1971;;M
4761;Mona;Freeman;1926;2014;F
4762;Morgan;Freeman;1937;;M
4763;Paul;Freeman;1943;;M
4764;Paul;Frees;1920;1986;M
4765;Hugo;Fregonese;1908;1987;M
4766;Alisa;Freindlich;1934;;F
4767;Bruno;Freindlich;1909;2002;M
4768;Robert;Freitag;1916;2010;M
4769;Friz;Freleng;1906;1995;M
4770;Charles K.;French;1860;1952;M
4771;Dawn;French;1957;;F
4772;George B.;French;1883;1961;M
4773;Harold;French;1897;1997;M
4774;Lloyd;French;1900;1950;M
4775;Charles;Frend;1909;1977;M
4776;Juan Carlos;Fresnadillo;1967;;M
4777;Pierre;Fresnay;1897;1975;M
4778;Bernard;Fresson;1931;2002;M
4779;Thor;Freudenthal;1972;;M
4780;Karl;Freund;1890;1969;M
4781;Leonard;Frey;1938;1988;M
4782;Sami;Frey;1937;;M
4783;Brenda;Fricker;1945;;F
4784;Yan;Frid;1908;2003;M
4785;Christian;Friedel;1979;;M
4786;William;Friedkin;1935;;M
4787;Jeffrey;Friedman;1951;;M
4788;Peter;Friedman;1949;;M
4789;Anna;Friel;1976;;F
4790;Colin;Friels;1952;;M
4791;Philip;Friend;1915;1987;M
4792;Rupert;Friend;1981;;M
4793;Shirley;Frimpong-Manso;1977;;F
4794;Arno;Frisch;1975;;M
4795;Zhanna;Friske;1974;2015;F
4796;Willy;Fritsch;1901;1973;M
4797;Friðrik Þór;Friðriksson;1954;;M
4798;Cornelia;Froboess;1943;;F
4799;Alex;Frost;1987;;M
4800;Nick;Frost;1972;;M
4801;Catherine;Frot;1957;;F
4802;Jordan;Fry;1993;;M
4803;Stephen;Fry;1957;;M
4804;Gert;Fröbe;1913;1988;M
4805;Gustav;Fröhlich;1902;1987;M
4806;Tzu-chun;Fu;1980;;M
4807;Alexander;Fu-Sheng;1954;1983;M
4808;Jun;Fubuki;1952;;F
4809;Joachim;Fuchsberger;1927;2014;M
4810;Robert;Fuest;1927;2012;M
4811;Athol;Fugard;1932;;M
4812;Patrick;Fugit;1982;;M
4813;Isabelle;Fuhrman;1997;;F
4814;Shunji;Fujimura;1934;2017;M
4815;Jerry;Fujio;1940;;M
4816;Susumu;Fujita;1912;1991;M
4817;Toshiko;Fujita;1950;;F
4818;Toshiya;Fujita;1932;1997;M
4819;Kamatari;Fujiwara;1905;1985;M
4820;Kei;Fujiwara;1982;;M
4821;Keiji;Fujiwara;1964;;M
4822;Tatsuya;Fujiwara;1982;;M
4823;Naomi;Fujiyama;1958;;F
4824;Kōji;Fukada;1980;;M
4825;Yoshihiro;Fukagawa;1976;;M
4826;Kinji;Fukasaku;1930;2003;M
4827;Eri;Fukatsu;1973;;F
4828;Mitsuru;Fukikoshi;1965;;M
4829;Jun;Fukuda;1923;2000;M
4830;Saki;Fukuda;1990;;F
4831;Cary;Fukunaga;1977;;M
4832;Sota;Fukushi;1993;;M
4833;Masaharu;Fukuyama;1969;;F
4834;Lucio;Fulci;1927;1996;M
4835;Dolores;Fuller;1923;2011;F
4836;Lance;Fuller;1928;2001;M
4837;Samuel;Fuller;1912;1997;M
4838;Eiji;Funakoshi;1923;2007;M
4839;Stephen;Fung;1974;;M
4840;Annette;Funicello;1942;2013;F
4841;Antoine;Fuqua;1966;;M
4842;Clara;Furey;1983;;F
4843;Sidney J.;Furie;1933;;M
4844;Edward;Furlong;1977;;M
4845;John;Furlong;1933;2008;M
4846;Yvonne;Furneaux;1928;;F
4847;Chris;Furrh;1974;;M
4848;Stephen;Furst;1955;2017;M
4849;Nelly;Furtado;1978;;F
4850;Toshio;Furukawa;1946;;M
4851;Takeshi;Furusawa;1972;;M
4852;Tōru;Furuya;1953;;M
4853;Samantha;Futerman;1987;;F
4854;Dan;Futterman;1967;;M
4855;Pyotr;Fyodorov;1982;;M
4856;Wei;Fàn;1962;;M
4857;Max;Färberböck;1950;;M
4858;María;Félix;1914;2002;F
4859;Mikkel;Følsgaard;1984;;M
4860;Benno;Fürmann;1972;;M
4861;Sigge;Fürst;1905;1984;M
4862;Ruggero;Gabbai;1964;;M
4863;Martin;Gabel;1912;1986;M
4864;Scilla;Gabel;1938;;F
4865;Jean;Gabin;1904;1976;M
4866;Clark;Gable;1901;1960;M
4867;Eva;Gabor;1919;1995;F
4868;Zsa Zsa;Gabor;1917;2016;F
4869;Levan;Gabriadze;1969;;M
4870;Revaz;Gabriadze;1936;;M
4871;Mike;Gabriel;1954;;M
4872;Misha;Gabriel;1987;;M
4873;Gabriel;Gabrio;1887;1946;M
4874;Andersen;Gabrych;1973;;M
4875;Josh;Gad;1981;;M
4876;Renee;Gadd;1908;2003;F
4877;Ariel;Gade;1997;;F
4878;Grégory;Gadebois;1976;;M
4879;Sanjay;Gadhvi;1966;;M
4880;Jayshree;Gadkar;1942;2008;F
4881;Sarah;Gadon;1987;;F
4882;Gal;Gadot;1985;;F
4883;Jim;Gaffigan;1966;;M
4884;Valentin;Gaft;1935;;M
4885;Jenny;Gago;1953;;F
4886;Leonid;Gaidai;1923;1993;M
4887;Ashok;Gaikwad;1962;;M
4888;Jane;Gail;1890;1963;F
4889;Boyd;Gaines;1953;;M
4890;M. C.;Gainey;1948;;M
4891;Charlotte;Gainsbourg;1971;;F
4892;Corrado;Gaipa;1924;1989;M
4893;Abdullah;Gaith;1930;1993;M
4894;Paulina;Gaitán;1992;;F
4895;Janusz;Gajos;1939;;M
4896;Michel;Galabru;1922;2016;M
4897;Johnny;Galecki;1975;;M
4898;Henrik;Galeen;1881;1949;M
4899;Anna;Galiena;1954;;F
4900;Zach;Galifianakis;1969;;M
4901;Bronagh;Gallagher;1972;;F
4902;John (Jr.);Gallagher;1955;;M
4903;Peter;Gallagher;1955;;M
4904;Jean;Galland;1887;1967;M
4905;James;Gallanders;1970;;M
4906;Florian;Gallenberger;1972;;M
4907;Zach;Galligan;1964;;M
4908;Kyle;Gallner;1986;;M
4909;Vincent;Gallo;1961;;M
4910;Carmine;Gallone;1886;1973;M
4911;Vilen;Galstyan;1941;;M
4912;Giulia;Gam;1966;;F
4913;Mason;Gamble;1986;;M
4914;Nathan;Gamble;1998;;M
4915;Jacques;Gamblin;1957;;M
4916;Michael;Gambon;1940;;M
4917;Sanaa;Gamil;1930;2002;F
4918;James;Gammon;1940;2010;M
4919;Ken;Gampu;1929;2003;M
4920;Paresh;Ganatra;1973;;M
4921;Abel;Gance;1889;1981;M
4922;Oumarou;Ganda;1935;1981;M
4923;Vice;Ganda;1976;;M
4924;Anand;Gandhi;1980;;M
4925;James;Gandolfini;1961;2013;M
4926;Gemini;Ganesan;1920;2005;M
4927;Prabhu;Ganesan;1956;;M
4928;Shivaji;Ganesan;1928;2001;M
4929;Delhi;Ganesh;1944;;M
4930;K. B.;Ganesh Kumar;1966;;M
4931;Fengxiao;Gang;1958;;M
4932;;Gangadhar;1936;2003;M
4933;Anil;Ganguly;1933;2016;M
4934;Kaushik;Ganguly;1968;;M
4935;Roopa;Ganguly;1966;;F
4936;Christophe;Gans;1960;;M
4937;Dennis;Gansel;1973;;M
4938;Robert;Gant;1968;;M
4939;Bruno;Ganz;1941;;M
4940;Teresa;Ganzel;1957;;F
4941;Baocheng;Gao;1926;2004;M
4942;Qunshu;Gao;1966;;?
4943;Yuanyuan;Gao;1975;;F
4944;Zack;Gao;1980;;M
4945;Lola;Gaos;1921;1993;F
4946;Romola;Garai;1982;;F
4947;Ben;Garant;1970;;M
4948;Victor;Garber;1949;;M
4949;Greta;Garbo;1905;1990;F
4950;Adam;Garcia;1973;;M
4951;Andy;Garcia;1956;;M
4952;Bruno;Garcia;1970;;M
4953;Eddie;Garcia;1929;;M
4954;Jerry;Garcia;1942;1995;M
4955;Jesse;Garcia;1982;;M
4956;Jsu;Garcia;1963;;M
4957;Nicole;Garcia;1946;;F
4958;Cathy;Garcia-Molina;1971;;F
4959;Manuel;Garcia-Rulfo;1981;;M
4960;Eleazar;García;1924;1999;M
4961;Macarena;García;1988;;F
4962;Martina;García;1981;;F
4963;Paulina;García;1960;;F
4964;Rodrigo;García;1959;;M
4965;Luis;García Berlanga;1921;2010;M
4966;Gael;García Bernal;1978;;M
4967;Vincent;Gardenia;1920;1992;M
4968;Reginald;Gardiner;1903;1980;M
4969;Ava;Gardner;1922;1990;F
4970;Joan;Gardner;1914;1999;F
4971;Jack;Garfein;1930;;M
4972;Allen;Garfield;1939;;M
4973;Andrew;Garfield;1983;;M
4974;John;Garfield;1913;1952;M
4975;Art;Garfunkel;1941;;M
4976;Troy;Garity;1973;;M
4977;Alex;Garland;1970;;M
4978;Beverly;Garland;1926;2008;F
4979;Judy;Garland;1922;1969;F
4980;Stephen;Garlick;1959;;M
4981;Jeff;Garlin;1962;;M
4982;Sergei;Garmash;1958;;M
4983;James;Garner;1928;2014;M
4984;Jennifer;Garner;1972;;F
4985;Peggy Ann;Garner;1932;1984;F
4986;Tay;Garnett;1894;1977;M
4987;Tony;Garnier;1955;;M
4988;Janeane;Garofalo;1964;;F
4989;Teri;Garr;1940;;F
4990;Ivo;Garrani;1924;2015;M
4991;Esther;Garrel;1991;;F
4992;Betty;Garrett;1919;2011;F
4993;Brad;Garrett;1960;;M
4994;Jordan;Garrett;1992;;M
4995;Aura;Garrido;1989;;F
4996;Liam;Garrigan;1981;;M
4997;Mick;Garris;1951;;M
4998;Matteo;Garrone;1968;;M
4999;Greer;Garson;1904;1996;F
5000;Lorraine;Gary;1937;;F
5001;Antonio;Gasalla;1941;;M
5002;Carlos;Gascón;1972;;M
5003;Louis;Gasnier;1875;1963;M
5004;Pierre;Gaspard-Huit;1917;2017;M
5005;Alessandro;Gassman;1965;;M
5006;Vittorio;Gassman;1922;2000;M
5007;Ana;Gasteyer;1967;;F
5008;Larry;Gates;1915;1996;M
5009;Nancy;Gates;1926;;F
5010;William;Gates;1971;;M
5011;Edi;Gathegi;1979;;M
5012;Enrique;Gato;1977;;M
5013;Francisco;Gattorno;1964;;M
5014;Gene;Gauntier;1885;1966;F
5015;Nils;Gaup;1955;;M
5016;Yami;Gautam;1988;;F
5017;;Gautami;1969;;F
5018;Lannick;Gautry;1976;;M
5019;Cassandra;Gava;1959;;F
5020;Roberto;Gavaldón;1909;1986;M
5021;Jean;Gaven;1922;2014;M
5022;Erica;Gavin;1947;;F
5023;John;Gavin;1931;2018;M
5024;Víctor;Gaviria;1955;;M
5025;Rafi;Gavron;1989;;M
5026;Sarah;Gavron;1970;;F
5027;Peter;Gawthorne;1884;1962;M
5028;William;Gaxton;1893;1963;M
5029;Cesc;Gay;1967;;M
5030;Nona;Gaye;1974;;F
5031;Julie;Gayet;1972;;F
5032;George;Gaynes;1917;2016;M
5033;Janet;Gaynor;1906;1984;F
5034;Mitzi;Gaynor;1931;;F
5035;Ben;Gazzara;1930;2012;M
5036;Michael;Gazzo;1923;1995;M
5037;You;Ge;1957;;M
5038;Karl;Geary;1972;;M
5039;Martina;Gedeck;1961;;F
5040;Robbie;Gee;1970;;M
5041;Ellen;Geer;1941;;F
5042;Will;Geer;1902;1978;M
5043;Judy;Geeson;1948;;F
5044;Clarence;Geldart;1867;1935;M
5045;Bob;Geldof;1951;;M
5046;Sarah Michelle;Gellar;1977;;F
5047;Mikheil;Gelovani;1893;1956;M
5048;Giuliano;Gemma;1938;2013;M
5049;Charles;Gemora;1903;1961;M
5050;Émile;Genest;1921;2003;M
5051;Jun;Geng;1976;;M
5052;Leo;Genn;1905;1978;M
5053;Lina;Gennari;1920;1997;F
5054;Paolo;Genovese;1966;;M
5055;Alessandro;Genovesi;1973;;M
5056;Xavier;Gens;1975;;M
5057;Troy;Gentile;1993;;M
5058;Chief Dan;George;1899;1981;M
5059;Gladys;George;1904;1954;F
5060;Götz;George;1938;2016;M
5061;Maude;George;1888;1963;F
5062;Melissa;George;1976;;F
5063;Shan;George;1970;;F
5064;Susan;George;1950;;F
5065;Terry;George;1952;;M
5066;;George "Gabby" Hayes;1885;1969;M
5067;;George P. Cosmatos;1941;2005;M
5068;Olga;Georges-Picot;1940;1997;F
5069;Brian;Geraghty;1974;;M
5070;Sergei;Gerasimov;1906;1985;M
5071;Steven;Geray;1904;1973;M
5072;Zinovy;Gerdt;1916;1996;M
5073;Richard;Gere;1949;;M
5074;Haile;Gerima;1946;;M
5075;Marion;Gering;1901;1977;M
5076;Claudia;Gerini;1971;;F
5077;Mary;Germaine;1933;;F
5078;Aleksei;German;1938;2013;M
5079;Elio;Germano;1980;;M
5080;Pietro;Germi;1914;1974;M
5081;Clyde;Geronimi;1901;1989;M
5082;Sarah;Geronimo;1988;;F
5083;Gene;Gerrard;1892;1971;M
5084;Daniel;Gerroll;1951;;M
5085;Kurt;Gerron;1897;1944;M
5086;Gina;Gershon;1962;;F
5087;Betty Lou;Gerson;1914;1999;F
5088;Jan-Ole;Gerster;1978;;M
5089;Valeska;Gert;1892;1978;F
5090;Andrés;Gertrúdix;1977;;M
5091;Jami;Gertz;1965;;F
5092;Ricky;Gervais;1961;;M
5093;Greta;Gerwig;1983;;F
5094;Octavio;Getino;1935;2012;M
5095;Balthazar;Getty;1975;;M
5096;John;Getz;1946;;M
5097;Subhash;Ghai;1945;;M
5098;Gita;Ghatak;1931;2009;F
5099;Ritwik;Ghatak;1917;1976;M
5100;Andrei;Gheorghe;1987;;M
5101;Luminița;Gheorghiu;1949;;F
5102;Dana;Ghia;1932;;F
5103;Bahman;Ghobadi;1969;;M
5104;Gautam;Ghose;1950;;M
5105;Arunima;Ghosh;1984;;F
5106;Rabi;Ghosh;1931;1997;M
5107;Rituparno;Ghosh;1963;2013;M
5108;Saayoni;Ghosh;1993;;F
5109;Suman;Ghosh;1967;;M
5110;Stathis;Giallelis;1941;;M
5111;Marco;Giallini;1963;;M
5112;Paul;Giamatti;1967;;M
5113;Adriano;Giannini;1971;;M
5114;Giancarlo;Giannini;1942;;M
5115;Xavier;Giannoli;1972;;M
5116;Nick;Giannopoulos;1963;;M
5117;Cynthia;Gibb;1963;;F
5118;Donald;Gibb;1954;;M
5119;Cedric;Gibbons;1893;1960;M
5120;Richard;Gibbs;1955;;M
5121;Timothy;Gibbs;1967;;M
5122;Brian;Gibson;1944;2004;M
5123;Henry;Gibson;1935;2009;M
5124;Margaret;Gibson;1894;1964;F
5125;Mel;Gibson;1956;;M
5126;Tyrese;Gibson;1978;;M
5127;Virginia;Gibson;1925;2013;F
5128;Pamela;Gidley;1965;;F
5129;John;Gielgud;1904;2000;M
5130;Frank;Giering;1971;2010;M
5131;Jakub;Gierszał;1988;;M
5132;Frances;Gifford;1920;1994;F
5133;Fabrizio;Gifuni;1966;;M
5134;Cam;Gigandet;1982;;M
5135;Ariadna;Gil;1969;;F
5136;Enrique;Gil;1992;;M
5137;Juan Pablo;Gil;1989;;M
5138;Luis;Gil;1957;;M
5139;Mateo;Gil;1972;;M
5140;Billy;Gilbert;1894;1971;M
5141;Brian;Gilbert;1960;;M
5142;John;Gilbert;1899;1936;M
5143;Lewis;Gilbert;1920;2018;M
5144;Mercedes;Gilbert;1894;1952;F
5145;Paul;Gilbert;1918;1976;M
5146;Sara;Gilbert;1975;;F
5147;Connie;Gilchrist;1901;1985;F
5148;Jack;Gilford;1907;1990;M
5149;Basil;Gill;1877;1955;M
5150;Inga;Gill;1925;2000;F
5151;Mahi;Gill;1975;;F
5152;Marie;Gillain;1975;;F
5153;Karen;Gillan;1987;;F
5154;Stuart;Gillard;1950;;M
5155;Aidan;Gillen;1968;;M
5156;Craig;Gillespie;1967;;M
5157;Seth;Gilliam;1968;;M
5158;Terry;Gilliam;1940;;M
5159;Lawrence (Jr.);Gilliard;1971;;M
5160;Sidney;Gilliat;1908;1994;M
5161;Daniel;Gillies;1976;;M
5162;John;Gilling;1912;1984;M
5163;Jared;Gilman;1998;;M
5164;Stuart;Gilmore;1909;1971;M
5165;Ian;Gilmour;1955;;M
5166;Dan;Gilroy;1959;;M
5167;Frank D.;Gilroy;1925;2015;M
5168;Tony;Gilroy;1956;;M
5169;Teresa;Gimpera;1936;;F
5170;Daniel;Giménez Cacho;1961;;M
5171;Hermione;Gingold;1897;1987;F
5172;Vahina;Giocante;1981;;F
5173;Marco Tullio;Giordana;1950;;M
5174;Domiziana;Giordano;1959;;F
5175;Eleonora;Giorgi;1953;;F
5176;Fountas;Giorgos;1924;2010;M
5177;José;Giovanni;1923;2004;M
5178;Buddy;Giovinazzo;1957;;M
5179;Rémy;Girard;1950;;M
5180;Annie;Girardot;1931;2011;F
5181;Hippolyte;Girardot;1955;;M
5182;Claude;Giraud;1936;;M
5183;Roland;Giraud;1942;;M
5184;Bernard;Giraudeau;1947;2010;M
5185;Jean;Girault;1924;1982;M
5186;Massimo;Girotti;1918;2003;M
5187;Annabeth;Gish;1971;;F
5188;Dorothy;Gish;1898;1968;F
5189;Lillian;Gish;1893;1993;F
5190;Skyler;Gisondo;1996;;M
5191;Carlo;Giustini;1923;;M
5192;Robin;Givens;1964;;F
5193;Lily;Gladstone;1986;;F
5194;Anton;Glanzelius;1974;;M
5195;Paul Michael;Glaser;1943;;M
5196;Gaston;Glass;1899;1965;M
5197;Ron;Glass;1945;2016;M
5198;Phillip;Glasser;1978;;M
5199;Winfried;Glatzeder;1945;;M
5200;Summer;Glau;1981;;F
5201;Jonathan;Glazer;1965;;M
5202;Jackie;Gleason;1916;1987;M
5203;James;Gleason;1882;1959;M
5204;Joanna;Gleason;1950;;F
5205;Paul;Gleason;1939;2006;M
5206;Francis;Glebas;1952;;M
5207;Pyotr;Glebov;1915;2000;M
5208;Brendan;Gleeson;1955;;M
5209;Domhnall;Gleeson;1983;;M
5210;Iain;Glen;1961;;M
5211;Jay;Glen;1957;;M
5212;Roy E.;Glenn;1914;1971;M
5213;Scott;Glenn;1941;;M
5214;Peter;Glenville;1913;1996;M
5215;Arne;Glimcher;1938;;M
5216;Mary;Glory;1905;2009;F
5217;Brian;Glover;1934;1997;M
5218;Crispin;Glover;1964;;M
5219;Danny;Glover;1946;;M
5220;Donald;Glover;1983;;M
5221;John;Glover;1944;;M
5222;Julian;Glover;1935;;M
5223;Mikhail;Gluzsky;1918;2001;M
5224;Carlin;Glynn;1940;;F
5225;Tom;Glynn-Carney;1995;;M
5226;Luis;Gnecco;1962;;M
5227;Ah-sung;Go;1992;;F
5228;Doo-shim;Go;1951;;F
5229;Hyun-jung;Go;1971;;F
5230;Soo;Go;1978;;M
5231;Jean-Luc;Godard;1930;;M
5232;Mark;Goddard;1936;;M
5233;Paulette;Goddard;1910;1990;F
5234;Patrick;Godfrey;1933;;M
5235;Hérib;Godoy;1985;;?
5236;Judith;Godrèche;1972;;F
5237;Alexander;Godunov;1949;1995;M
5238;Dave;Goelz;1946;;M
5239;Arturo;Goetz;1944;2014;M
5240;Bernhard;Goetzke;1884;1964;M
5241;Walton;Goggins;1971;;M
5242;Mohan;Gokhale;1954;1999;M
5243;Vikram;Gokhale;1940;;M
5244;Menahem;Golan;1929;2014;M
5245;Adam;Goldberg;1970;;M
5246;Evan;Goldberg;1982;;M
5247;Whoopi;Goldberg;1955;;F
5248;Jeff;Goldblum;1952;;M
5249;Norman D.;Golden;1984;;M
5250;Akiva;Goldsman;1962;;M
5251;Brett;Goldstein;1980;;M
5252;Jonathan;Goldstein;1968;;M
5253;James;Goldstone;1931;1999;M
5254;Bobcat;Goldthwait;1962;;M
5255;Tony;Goldwyn;1960;;M
5256;Krešo;Golik;1922;1996;M
5257;Valeria;Golino;1965;;F
5258;Francesco;Golisano;1929;1991;M
5259;Larisa;Golubkina;1940;;F
5260;Minna;Gombell;1892;1973;F
5261;Flora;Gomes;1949;;M
5262;Miguel;Gomes;1972;;M
5263;Selena;Gomez;1992;;F
5264;Thomas;Gomez;1905;1971;M
5265;Archil;Gomiashvili;1926;2005;M
5266;Michel;Gondry;1963;;M
5267;Hyung-jin;Gong;1969;;M
5268;Li;Gong;1965;;F
5269;Yoo;Gong;1979;;M
5270;Toni;Gonzaga;1984;;F
5271;Anthony;Gonzalez;2005;;M
5272;Nicholas;Gonzalez;1976;;M
5273;Rick;Gonzalez;1979;;M
5274;Pedro;Gonzalez-Gonzalez;1925;2006;M
5275;Eiza;González;1990;;F
5276;Yon;González;1986;;M
5277;Alejandro;González Iñárritu;1963;;M
5278;Meagan;Good;1981;;F
5279;Caroline;Goodall;1959;;F
5280;Matthew;Goode;1978;;M
5281;Cuba (Jr.);Gooding;1968;;M
5282;Benny;Goodman;1909;1986;M
5283;Brian;Goodman;1963;;M
5284;Dody;Goodman;1914;2008;F
5285;John;Goodman;1947;;M
5286;Bill;Goodwin;1910;1958;M
5287;Ginnifer;Goodwin;1978;;F
5288;Harold;Goodwin;1902;1987;M
5289;Raven;Goodwin;1992;;F
5290;Leslie;Goodwins;1899;1969;M
5291;Nicholaus;Goossen;1978;;M
5292;M. R.;Gopakumar;1951;;M
5293;Adoor;Gopalakrishnan;1941;;M
5294;K. S.;Gopalakrishnan;1926;2015;M
5295;Bharath;Gopi;1937;2008;M
5296;Suresh;Gopi;1959;;M
5297;Claudio;Gora;1913;1998;M
5298;Chris;Gorak;1970;;M
5299;Lecy;Goranson;1974;;F
5300;Bert I.;Gordon;1922;;M
5301;C. Henry;Gordon;1883;1940;M
5302;Colin;Gordon;1911;1972;M
5303;Keith;Gordon;1961;;M
5304;Leo;Gordon;1922;2000;M
5305;Lucy;Gordon;1980;2009;F
5306;Marianne;Gordon;1946;;F
5307;Michael;Gordon;1909;1993;M
5308;Robert;Gordon;1913;1990;M
5309;Ruth;Gordon;1896;1985;F
5310;Seth;Gordon;1976;;M
5311;Steven E.;Gordon;1960;;M
5312;Stuart;Gordon;1947;;M
5313;Zachary;Gordon;1998;;M
5314;Joseph;Gordon-Levitt;1981;;M
5315;Charles;Gordone;1925;1995;M
5316;Al;Gore;1948;;M
5317;Claude;Goretta;1929;;M
5318;Jean-Pierre;Gorin;1943;;M
5319;Marius;Goring;1912;1998;M
5320;Burn;Gorman;1974;;M
5321;Cliff;Gorman;1936;2002;M
5322;Robert Hy;Gorman;1980;;M
5323;Frédéric;Gorny;1973;;M
5324;Marleen;Gorris;1948;;F
5325;Frank;Gorshin;1933;2005;M
5326;Tamara;Gorski;1968;;F
5327;Hideo;Gosha;1929;1992;M
5328;Ryan;Gosling;1980;;M
5329;Raja;Gosnell;1958;;M
5330;Mark-Paul;Gosselaar;1974;;M
5331;Louis;Gossett;1936;;M
5332;Robert;Gossett;1954;;M
5333;Vladimir;Gostyukhin;1946;;M
5334;Bindiya;Goswami;1961;;F
5335;Shahana;Goswami;1986;;F
5336;Michael;Gothard;1939;1992;M
5337;Gilbert;Gottfried;1955;;M
5338;Carl;Gottlieb;1938;;M
5339;Joachim;Gottschalk;1904;1941;M
5340;Lloyd;Gough;1907;1984;M
5341;Michael;Gough;1916;2011;M
5342;Alexander;Gould;1994;;M
5343;Elliott;Gould;1938;;M
5344;Heywood;Gould;1942;;M
5345;Jason;Gould;1966;;M
5346;Sandra;Gould;1916;1999;F
5347;Edmund;Goulding;1891;1959;M
5348;Robert;Goulet;1933;2007;M
5349;;Goundamani;1939;;M
5350;Olivier;Gourmet;1963;;M
5351;;Govinda;1963;;M
5352;Stanislav;Govorukhin;1936;;M
5353;Ashutosh;Gowariker;1964;;M
5354;Andre;Gower;1973;;M
5355;Gibson;Gowland;1877;1951;M
5356;David S.;Goyer;1965;;M
5357;Patricia;Gozzi;1950;;F
5358;Lucas;Grabeel;1984;;M
5359;Betty;Grable;1916;1973;F
5360;Jessica;Grabowsky;1980;;F
5361;Jones;Grace;1948;;F
5362;Maggie;Grace;1983;;F
5363;Mckenna;Grace;2006;;F
